idnum,province,replicat,sample,over,areacode,intdate,intnum,attempts,refusals,contacts,answers,intime,result,rn1,rn2,rn3,rn4,rn5,rn6,rn7,rn8,rn9,rn10,rn11,rn12,rn13,rn14,rsex,nadults,a1,a2,a2a,a2b,a3,a4,a4a,a4b,a6,a6a,a6b,a7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,c1,c1ab,c2,c2ab,c3,c4,d1a,d1b,d1c,d1d,d1da,d1e,d1ea,d1f,d1fa,d2a,d2b,d2c,d2d,d2e,d2f,d2g,d2h,d2i,d3a,d3b,d3c,d3d,d3e,d3f,d3g,d3h,d4a,d4b,d4c,d4d,d4e,d4f,d4g,d4h,d5a,d5b,d5c,d5d,d5e,d5f,d5g,d5h,d6a,d6b,d6c,d7a,d7b,d7c,d8a,d8b,d8c,d9,d9a,d10a,d10b,d10c,d10d,d10e,d10f,d10g,d11a,d11b,d11c,d11d,d12,d13,d14,d15,e1,e1a,e1b,e2,e2a,e2b,f1a,f1b,f1c,f2a,f2b,f2c,f3,g1,g1ab,g2,g3,g3ab,h1a,h1b,h1c,h1d,h1e,h1f,h1g,h2a,h2b,h2c,h2d,h2e,h2f,h2g,h3,h4a,h4b,h4c,h4d,h4e,h4f,h4g,h5,h5a,i1,i2,i3,i4,j1,j1ab,j2,j2a,j2b,j3,j3a,j3b,j4,k1,k1a,k1b,k1c,k2,k2a,k2b,k2c,l2,l2a1,l2a2,l2a3,l2b1,l2b2,l3,l4a,l4b,l4c,l4d,l5,l6a,l6b,l7,l8,l9,l10,l11,l12,l12a,l13,l14,m1,m2,n1,n2,n3,n4,n5,n6,n7,n8,n8a,n9,n10,n11,n11a,n12,n13,n14,n15,n16,n17,n18,n19,n20,intlang,interest,length,a5a,a5b,a5c,a5d,l1a,l1b,l1c,l1d,xprov,xreplic,xsample,xover,xareacod,xintdate,xintnum,xattempt,xrefusal,xcontact,xanswer,xintime,xresult,xrn1,xrn2,xrn3,xrn4,xrn5,xrn6,xrn7,xrn8,xrn9,xrn10,xrn11,xrn12,xrn13,xrn14,xrsex,xa1,xa2,xa3,xa5a,xa5b,xa6a,xa6b,xa7a,xa7b,xa8a,xa8b,xa9a,xa9b,xb1,xb2,xb2a,xb2b,xb3a,xb3b,xb4,xb4a,xb5,xb5a,xc1,xc2,xc2a,xc3,xc3a,xc4,xc4a,xc5,xc5a,xc5b,xc6,xc6a,xc7,xc7a,xe1a,xe1b,xe1c,xe1d,xe1e,xe1f,xe2a,xe2b,xe2c,xe2d,xe2e,xe2f,xe2g,xe2h,xe2i,xf2,xf3,xf4a,xf4b,xf5,xf6,xf7,xf8,xg1,xg1a,xg1b,xg1c,xg1d,xg2a,xg2b,xg2c,xg2d,xg3a,xg3b,xg3c,xg3d,xh1,xh2,xh3,xh4,xh5,xh6,xh7,xh8,xh9,xh10,xh11,xi1a,xi1b,xi1c,xi2a,xi2b,xi2c,xi3a,xi3b,xi3c,xj1a,xj1b,xj1c,xj2a,xj2b,xj2c,xj2d,xj3a,xj3b,xj3c,xj3d,xj4a,xj4b,xj4c,xj4d,xj5a,xj5b,xj5c,xj6a,xj6b,xj7a,xj7b,xk1,xk2,xk3,xk4,xk5,xk6,xk7,xk8,xk9,xk10,xl1a,xl1b,xl1c,xl2a,xl2b,xl2c,xl2d,xl2e,xl3,xl4,xl5,xl6,xl7,xl8a,xl9a,xl10a,xm1,xm2,xm3,xm4,xn1,xn2,xinteres,xlength,xintlang,xa4a,xa4b,xa4c,xa4d,xf1a,xf1b,xf1c,xf1d,mailid,zintlang,qa1,qa2,qa3,qa4,qa5,qa6,qa7,qa8,qa9,qa10,qa11,qa12,qa13,qb1,qb2,qb3,qb4,qb5,qb6,qb7,qb8,qb9,qb10,qb11,qb12,qb13,qb14,qb15,qb16,qb17,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qe1,qe2,qe3,qe4,qe5,qe6,qe7,qe8,qe9,qe10,qe11,qe12,qe13,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qf11,qg1,qg2,qg3,qg4,qh1,qh2,qh3,qh4,qh5,qh6,qh7,qh8,qh9,qh10,qh11,qh12,zrsex,yrbirth,comments,inpre,inpost,inmail,intype,link,blish81,pinpor81,franco,wt1,wt2,wt3,wt4,wt5,wt6,wt7
1394,8,5,21,0,403,101288,77,3,0,1,2,62,1,1,2,0,2,0,1,0,11,2,9,2,0,2,1,1,2,1,6,3,1,1,2,0,1,,,,1,1,1,,3,1,1,1,1,1,,3,,3,,1,8,1,1,2,1,1,1,4,1,4,63,22,75,60,17,35,75,,,1,2,1,2,2,1,2,2,2,2,2,2,2,1,4,2,1,4,2,2,1,1,1,2,2,1,1,,,,,,,1,1,1,1,1,5,5,1,,5,5,5,,998,1,5,5,1,2,,3,,,100,0,0,68,23,23,1,3,,1,5,,4,2,2,2,2,2,2,3,3,2,4,2,4,4,4,4,4,3,4,3,4,4,1,4,2,1,,,3,,1,5,,1,1,,4,5,,,,5,,,,1,,,3,,,1,,,1,,3,,3,1,5,5,9,1,1,,1,1,5,5,1930,1,7,5,5,7115,1,,,5,,1,2,6,1,,3,3,3,5,3,0,1,1,45,4,18,12,30,10,18,4,,8,5,21,0,403,121588,74,2,0,1,1,24,1,1,2,0,2,0,1,0,11,2,9,2,0,2,1,1,1,1,5,1,7,5,,1,7,5,,5,,1,1,1,1,,,1,2,1,2,1,5,,1,1,5,,1,2,1,1,1,1,1,1,1,1,1,4,4,85,37,35,85,41,40,90,,,1,3,,1,1,1,1,1,1,1,2,1,8,2,2,2,8,2,2,2,4,100,90,100,100,100,0,50,100,30,50,35,2,1,1,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,1,1,3,3,3,3,3,3,3,3,5,3,1,3,,1,3,3,2,3,1,2,1,,,3,1,1,235,1,5,5,1930,1,1,25,1,12,18,,,12,,,,351,1,2,2,2,2,1,1,1,1,1,2,2,1,2,3,1,3,3,2,3,2,2,3,2,3,2,3,3,3,3,2,1,1,2,1,2,1,1,1,2,2,8,2,1,3,1,1,1,1,1,2,2,1,1,2,2,1,8,1,2,1,1,2,8,2,2,2,1,8,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,7,3,4,1,3,4,2,2,3,1,2,1,1930,,1,1,1,3,4,31.32,11,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
1397,3,5,22,0,506,101288,41,2,0,1,2,55,1,0,2,1,2,0,2,0,28,5,9,0,0,3,0,1,2,4,0,,,5,7,11,5,,,,4,1,8,8,,,1,9,1,2,,5,4,3,,5,5,4,2,3,1,1,1,3,5,,,0,,0,3,5,0,,,,,,,,,,,3,4,4,1,1,1,5,3,,,,,,,,,5,1,5,,,,,,,1,1,5,1,1,1,5,5,5,,,,,29,5,1,,2,,,3,,,30,75,10,40,25,35,1,3,,3,3,4,3,3,3,8,3,3,8,1,2,1,2,1,1,8,2,2,3,2,1,2,4,2,1,3,1,5,,,5,4,8,,,1,1,,5,5,,,,5,,,,1,,,1,,,5,,,1,,1,3,,1,1,5,8,1,3,1,5,1,5,5,1935,1,5,5,1,9539,5,1,,5,5,2,,9,1,,8,1,1,,99,9,1,9,99,12,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,47.63,10,1,0.242237607830122,0.59103260897961,0.482086884340101,,0.53628495671754,0.969697551688935,1.00286566925967
1401,5,5,22,0,519,101688,71,13,0,1,2,48,1,0,1,0,3,0,0,0,31,5,8,4,1,4,1,5,1,2,2,3,4,5,7,10,4,,,,3,1,1,,3,1,1,8,1,8,,5,5,8,,3,5,3,3,3,5,,8,,8,,,,,80,71,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,1,2,,3,,,998,998,998,100,50,50,1,3,,8,1,2,2,8,4,2,3,8,2,3,2,1,8,1,1,8,3,3,8,3,4,8,8,4,5,,2,3,,,3,,5,,5,3,,,2,5,,,,1,8,,,5,,,,8,,1,,,,1,5,,3,5,1,5,5,5,3,8,1,1,5,5,1930,2,6,5,7,,,,,5,,1,8,7,1,,1,3,3,5,1,0,1,1,15,98,,,,8,,,,5,5,22,0,519,122188,5,2,0,2,2,29,1,0,1,0,3,0,0,0,31,5,8,4,1,4,1,5,3,5,3,1,2,8,,1,1,5,,5,,1,9,,,,,2,1,1,2,1,5,,1,2,1,7,1,2,8,1,98,5,,9,4,4,4,4,4,,,,90,80,70,,,,8,8,,3,8,8,5,5,,,,,,,,,,,,,,998,998,100,95,85,50,60,80,50,65,65,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,8,1,8,1,1,1,8,8,1,5,,8,8,8,8,8,1,4,,1,2,,,,998,1,1,5,1930,1,1,20,1,12,4,1,,12,,,,1165,1,8,1,8,2,2,1,2,1,1,1,1,2,2,3,3,4,4,4,4,8,8,8,3,3,2,3,8,8,3,8,2,1,2,1,2,,2,3,1,2,1,8,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,8,2,1,2,1,2,1,2,2,2,2,1,1,2,3,1,1,6,4,1,1,3,1,1,1,1,1,1,5,1930,,1,1,1,3,4,,,2,0.7794017062838,0.547248395546925,,,0.739054630115067,0.495433787144842,
1416,0,5,24,0,709,102088,16,7,0,4,5,19,2,0,1,0,1,1,2,0,27,5,8,4,0,0,1,5,3,2,1,1,4,5,1,0,4,,,,3,1,1,,2,1,1,1,1,1,,3,,3,,3,5,3,3,3,5,,5,,5,,,,,80,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,3,,,90,50,30,80,50,30,5,3,,1,5,,2,2,2,4,2,4,3,0,,,,,,,2,4,4,4,4,2,3,3,5,,2,3,,,1,1,3,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,2,0.780520574841621,1.27924421566804,1.55334564050277,,0.736118954384589,1.27924421566804,1.3765600145902
1421,5,5,24,0,519,101188,20,5,0,1,2,35,1,0,2,0,2,0,0,0,7,5,7,0,0,0,1,5,2,2,3,1,4,5,6,0,3,,,,3,1,2,,7,5,1,2,1,3,,3,,3,,3,1,2,2,3,8,,1,3,1,3,60,70,,70,70,65,,,,2,4,4,2,2,2,1,1,2,2,4,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,5,5,3,,4,1,2,,65,75,60,75,73,60,5,3,,1,1,2,3,2,1,4,1,3,3,0,,,,,,,3,2,4,2,3,2,3,3,5,,1,3,,,5,4,3,,,3,,,2,1,1,2,3,1,1,2,3,1,,,3,,,1,,,1,,5,,1,5,5,5,5,5,3,1,1,3,5,5,1949,1,5,5,1,5135,5,1,,5,5,2,,7,1,,23,5,3,5,3,2,1,1,12,98,,,,26,,,,5,5,24,0,519,10789,27,10,0,3,6,26,1,0,2,0,2,0,0,0,7,5,7,0,0,0,1,5,2,3,2,1,98,1,7,5,,5,,1,1,1,2,3,3,,,3,2,2,3,5,5,,1,7,1,7,1,2,1,5,,,,1,1,2,3,3,3,60,75,70,65,70,70,55,60,55,1,3,,5,5,1,5,5,1,1,2,1,1,2,1,1,1,2,4,2,2,80,70,80,75,80,70,70,75,65,65,60,2,2,1,1,2,1,1,1,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,5,5,1,5,5,5,1,5,5,3,,4,4,4,8,3,1,1,3,,,3,5,3,112,5,1,1,1949,1,3,16,1,12,,,,98,,,,1166,1,2,2,2,2,2,3,2,1,3,3,8,2,2,2,1,4,4,4,1,3,1,3,3,3,2,3,1,4,4,4,1,3,2,2,2,3,3,3,2,1,3,2,3,1,1,1,1,2,2,2,8,2,1,1,2,2,2,3,3,2,1,2,2,3,3,2,1,2,1,2,2,1,8,2,8,2,2,2,8,2,2,2,1,6,4,8,11,5,10,1,2,7,9,3,12,5,1949,,1,1,1,3,4,30.93,12,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
1424,8,5,24,0,403,101488,65,5,0,2,2,34,1,1,0,0,1,1,2,0,24,1,4,4,1,3,0,5,1,2,7,3,4,5,7,3,4,,,,3,1,8,3,1,,1,9,1,9,,5,4,8,,3,8,1,1,1,8,,8,,8,,60,60,80,50,70,72,,,,2,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,249,,,,2,,,3,,,998,998,998,70,70,70,1,3,,1,1,2,5,8,8,8,8,8,8,3,3,1,3,1,3,3,5,3,8,8,8,8,8,8,5,,1,5,,,5,4,1,5,,3,,,2,5,,,,5,,,,5,,,,8,,1,,5,,,3,5,,8,5,8,8,8,8,,1,1,5,5,1915,4,4,5,5,9994,1,,,5,,7,,,1,,9,5,3,5,98,0,1,3,30,4,12,23,,4,12,,,8,5,24,0,403,120788,11,1,0,1,1,47,1,1,0,0,1,1,2,0,24,1,4,4,1,3,0,5,1,2,3,1,7,1,98,5,,8,,8,,1,2,3,8,,,2,3,1,2,1,5,,5,,1,7,5,2,1,1,1,5,,2,2,2,4,1,3,40,60,60,30,60,60,,90,50,1,8,5,,5,8,1,5,1,2,4,2,4,2,2,2,4,2,2,1,2,80,998,75,80,80,30,70,100,50,60,70,,,,1,1,1,4,1,3,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,8,1,3,8,8,8,8,1,1,5,5,1,,3,2,2,8,2,5,1,3,,,1,3,3,248,1,1,1,1915,1,1,40,1,12,,,,12,,,,352,1,2,1,2,2,1,1,3,3,1,3,1,1,2,2,2,4,4,2,1,1,1,2,2,3,1,2,1,3,4,2,3,1,2,1,2,1,2,2,2,2,1,2,8,2,2,1,1,2,2,1,1,2,1,2,2,8,1,1,8,1,1,2,8,2,8,2,1,8,2,1,8,2,1,2,2,8,8,8,1,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,3,5,1915,,1,1,1,3,4,9994,18,2,0.365839075844856,0.51088201885691,,0.500594626254787,0.345027519663508,0.51088201885691,
1425,9,5,24,0,604,101388,5,6,0,3,5,29,1,1,1,1,3,0,2,0,2,1,2,1,1,0,0,5,3,3,0,,,5,0,,,,,,3,1,4,,3,,5,,5,,,1,2,1,1,3,8,2,3,3,5,,8,,8,,50,,,75,60,10,,,,1,2,3,5,1,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,1,2,,75,50,10,80,50,10,5,3,,3,5,,3,1,3,8,4,8,8,3,8,1,5,8,8,8,5,3,8,1,3,2,8,8,5,,2,3,,,8,,1,1,,8,,,3,5,,,,8,,,,1,,1,,,,1,,,,5,5,5,,1,5,1,1,5,3,8,5,3,5,5,1968,5,6,5,6,8780,1,,,5,5,1,2,2,1,,1,3,3,5,9,1,1,3,15,12,,,,12,,,,9,5,24,0,604,10789,46,5,0,1,3,23,1,1,1,1,3,0,2,0,2,1,2,1,1,0,0,5,3,4,4,1,98,5,,5,,8,,1,98,1,1,3,4,,,1,8,1,2,1,5,,5,,8,,5,2,8,5,,,,3,3,3,3,3,3,60,60,65,75,60,40,60,65,50,1,8,5,,1,1,5,1,1,1,4,2,5,1,2,2,4,2,4,2,2,99,70,90,80,75,50,95,95,60,45,80,2,2,4,4,4,4,5,1,4,5,5,,5,,,,5,,,,5,,,,5,,,8,,5,,1,3,3,1,3,1,1,1,3,3,1,3,,2,3,3,3,3,1,2,3,,,3,3,3,292,5,5,5,1968,1,3,15,1,12,,,,12,,,,1167,1,,2,2,2,2,1,1,1,1,2,3,8,2,4,2,3,3,2,3,1,1,3,2,2,4,4,3,,3,2,8,8,2,8,2,3,3,3,1,8,1,1,2,3,8,2,1,8,2,1,2,1,1,1,2,2,1,1,8,1,8,2,1,2,1,2,1,1,1,8,2,8,1,8,2,8,,2,2,2,1,2,2,1,3,11,12,4,5,6,7,2,10,9,8,5,1968,,1,1,1,3,4,44.75,8,2,1.45421976008469,1.58168324263659,,,1.37149328761276,1.58168324263659,
1426,0,5,25,0,709,101588,48,10,0,1,2,43,1,0,2,0,3,0,2,1,23,4,0,5,1,2,0,5,2,1,1,1,3,5,0,,,,,,2,1,9,9,,,1,9,1,9,,3,,3,,3,3,2,2,2,1,2,1,3,1,3,50,50,60,48,40,60,50,,,1,4,2,4,1,4,4,5,2,2,4,4,2,1,2,4,2,1,2,1,1,1,2,2,1,1,2,,,,,,,1,1,5,1,1,1,1,1,,5,5,5,,7,1,5,1,2,,,3,,,50,50,50,60,50,50,5,3,,3,5,,5,8,1,3,1,2,3,3,1,2,2,1,2,3,4,3,2,1,2,1,3,3,5,,9,,,,3,,1,5,,3,,,1,5,,,,5,,,,3,,,1,,,1,,,,5,5,3,,5,5,1,8,5,3,8,1,1,1,5,1935,1,5,5,7,1133,5,3,3,5,5,1,8,8,1,,1,3,3,5,99,0,1,1,45,4,12,8,,4,,,,0,5,25,0,709,121688,5,3,0,1,2,23,1,0,2,0,3,0,2,1,23,4,0,5,1,2,0,5,1,2,3,1,7,5,,1,7,1,7,5,,1,9,,,,,8,,8,,1,5,,1,1,1,5,1,2,8,5,,,,2,2,2,2,3,3,30,75,75,50,75,20,70,60,0,8,5,3,,5,5,1,8,1,4,5,4,5,2,1,2,2,2,1,2,1,75,75,49,75,50,49,65,75,49,49,49,4,2,2,2,2,2,2,8,4,5,5,,5,,,,5,,,,5,,,,5,,,1,8,5,,3,1,5,1,3,1,3,1,3,5,3,,5,3,8,2,3,2,1,9,,,,1,3,3,7,1,5,1,1935,1,3,20,1,4,12,,,12,,,,353,1,8,2,8,2,1,1,1,1,1,8,8,3,3,3,1,1,4,1,1,4,4,4,4,8,4,3,3,4,4,1,1,2,2,2,2,1,1,8,2,1,2,8,1,,1,1,1,2,1,1,2,8,1,2,8,1,3,3,1,1,8,1,2,1,2,1,1,8,2,2,2,1,8,8,2,2,1,2,8,1,1,3,2,1,6,3,1,1,1,1,1,1,1,1,1,5,1935,1,1,1,1,3,4,78.34,3,2,0.520347049894415,0.852829477112032,1.03556376033516,,0.490745969589725,0.852829477112032,0.917706676393477
1427,3,5,25,1,506,100988,34,3,0,1,1,39,1,1,0,0,1,0,2,0,22,0,1,5,1,4,1,1,2,3,3,5,3,1,0,,,,,,3,1,8,8,,,1,2,1,2,,3,,3,,3,1,2,2,2,1,2,5,,8,,75,60,60,75,60,25,75,,,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,4,1,2,1,2,2,2,4,2,2,2,2,,,,,,,1,1,5,1,5,5,5,5,5,,,,,28,1,,,2,,,3,,,80,50,25,75,60,50,1,3,,3,5,,0,,,,,,,4,4,1,3,1,5,5,4,4,4,3,4,3,4,4,5,,4,,1,1,3,,3,,,1,1,,2,5,,,,5,,,,5,,,,3,,8,,8,,,5,,3,8,1,5,5,5,3,8,1,5,5,5,1935,1,4,1,1,7513,5,1,,5,1,2,,7,1,,8,1,1,5,2,0,2,1,20,12,,,,12,,,,3,5,25,1,506,121888,10,2,0,1,2,34,1,1,0,0,1,0,2,0,22,0,1,5,1,4,1,1,2,3,4,1,7,1,4,1,4,5,,1,7,1,2,5,5,,,1,2,1,2,5,5,,1,1,1,1,1,2,8,1,2,5,,2,2,2,2,3,4,50,50,50,60,60,40,80,998,,8,8,,3,1,5,5,5,1,2,2,1,4,2,2,4,4,2,2,2,2,80,100,80,80,60,50,998,100,80,100,998,2,2,2,5,2,2,,,,5,5,,5,,,,8,,,,5,,,,5,,,5,,5,,1,1,3,3,3,3,5,1,1,1,3,,5,3,3,3,3,2,1,1,5,,,1,1,3,28,1,1,1,1935,1,1,30,2,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,25.23,13,1,0.242237607830122,0.59103260897961,0.482086884340101,,0,0,0
1435,9,5,25,0,604,101388,18,5,0,1,2,28,1,0,0,1,3,0,2,1,10,2,4,1,1,3,1,1,2,2,7,5,3,5,7,0,3,,,,2,1,1,,3,5,1,1,1,1,,1,2,1,2,3,5,1,1,2,8,,8,,5,,55,40,30,50,40,20,,,,2,2,2,4,2,4,4,2,4,4,4,2,1,1,4,4,4,1,2,4,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,277,,,,2,,,3,,,65,20,40,70,50,0,1,1,2,3,5,,5,3,3,4,3,3,4,1,1,1,4,1,4,5,4,3,3,2,3,2,3,3,1,4,2,5,,,5,4,5,,1,3,,,4,5,,,,5,,,,1,3,,,,,1,,,,1,5,,3,1,5,5,1,5,3,5,1,5,5,5,1956,1,4,5,1,9512,5,1,,5,5,7,,,1,,2,3,3,5,5,2,1,3,20,12,1,,,12,,,,9,5,25,0,604,121588,48,3,0,1,1,21,1,0,0,1,3,0,2,1,10,2,4,1,1,3,1,1,1,2,3,1,7,5,,1,2,5,,5,,1,1,5,4,,,1,3,1,2,1,5,,1,7,1,7,1,2,3,5,,,,1,1,1,3,3,3,70,40,40,60,50,40,60,30,50,1,1,,3,1,5,5,5,1,1,2,1,2,2,2,4,4,4,4,1,4,70,50,80,70,60,40,40,80,60,40,50,1,2,2,4,4,4,4,4,1,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,1,1,3,1,3,1,3,3,1,1,,2,2,3,3,2,1,4,,5,,5,1,1,279,1,1,1,1956,1,3,15,1,12,18,,,12,,,,354,1,2,1,1,2,1,1,2,3,1,3,1,2,2,3,1,3,3,2,2,2,3,2,2,2,1,3,3,4,4,1,3,1,2,1,2,1,3,1,2,3,3,3,1,2,1,1,1,2,2,2,2,2,1,2,2,3,1,1,3,1,8,1,3,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,8,2,3,2,1,10,8,11,5,6,4,2,7,12,3,9,1,1956,,1,1,1,3,4,40.66,10,2,0.969479840056456,1.05445549509104,,,0.914328858408515,1.05445549509104,
1438,4,5,26,0,514,101888,50,6,0,4,4,34,1,1,2,0,1,1,1,0,34,3,8,0,1,2,0,5,1,3,7,1,3,5,3,15,3,,,,3,1,9,9,,,1,2,1,5,8,3,,1,2,8,1,2,2,2,5,,1,3,1,3,80,80,75,60,60,70,,,,4,2,2,4,3,2,4,2,1,3,8,5,4,2,5,2,2,2,1,3,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,42,,1,1,2,,,3,,,70,45,25,45,45,50,5,5,4,5,5,,0,,,,,,,3,5,1,8,1,5,8,5,3,8,8,8,8,8,8,5,,9,,,,3,,1,1,,8,,,8,5,,,,5,,,,1,,,1,,,1,,3,,,3,5,,5,1,1,1,5,3,1,1,1,5,5,1952,1,5,1,1,4111,5,1,,1,5,2,,8,1,,8,1,1,1,7,0,2,1,25,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,41.82,9,1,0.567576518249523,0.49452623144911,,,0.54671503044919,0.478260848780018,
1440,5,5,26,0,416,101188,53,3,0,1,3,36,1,0,1,0,3,0,2,1,2,5,10,4,0,0,0,5,2,2,7,3,2,5,7,22,2,,,,2,1,1,,3,1,1,1,1,1,,3,,3,,5,1,2,2,2,1,2,1,4,1,4,55,20,50,50,20,1,60,,,2,2,2,4,2,2,1,2,2,5,2,5,2,2,5,2,2,2,1,2,2,1,2,2,1,1,2,,,,,,,1,1,5,1,1,1,1,1,,5,5,5,,129,1,1,1,1,2,,3,,,100,0,0,60,50,0,1,1,2,1,5,,4,4,2,4,2,4,4,2,5,1,4,1,4,4,5,4,5,2,1,4,4,5,1,4,2,3,,,3,,1,5,,3,,,4,5,,,,5,,,,8,,,,,,1,,,,5,1,5,,1,1,1,5,1,3,1,5,5,1,5,1950,1,5,5,7,5172,5,1,,5,5,1,1,1,1,,1,3,3,5,9,2,1,3,15,12,4,,,12,,,,5,5,26,0,416,122088,75,2,0,1,1,21,1,0,1,0,3,0,2,1,2,5,10,4,0,0,0,5,2,1,2,1,7,5,,1,3,5,,1,2,1,1,1,1,,,1,2,1,2,1,5,,1,5,1,7,1,1,3,5,,,,2,2,2,1,4,4,70,20,30,70,40,10,80,,,1,5,5,,3,8,3,1,1,2,2,2,4,4,5,2,4,2,1,2,2,60,65,80,90,70,10,80,90,55,65,60,1,1,2,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,3,3,1,3,3,1,3,3,3,1,3,,2,3,3,2,3,1,2,3,,,3,1,1,129,1,5,1,1950,1,3,10,1,12,,,,12,,,,1168,1,1,2,8,3,1,1,3,3,1,3,3,3,2,3,1,3,3,2,8,1,8,3,3,3,3,2,2,1,4,3,3,,3,2,3,1,3,3,3,1,3,3,3,3,2,3,1,2,2,2,1,2,1,2,2,3,3,1,2,1,3,2,2,3,1,2,3,3,2,1,2,2,2,2,2,1,1,1,1,8,1,2,2,3,4,10,12,9,8,5,1,2,6,7,11,5,1950,,1,1,1,3,4,49.99,9,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
